Number of Labourers,Efficiency of Labourers,Number of Days
1293.0,0.6135481359002579,2683.0
949.0,0.6116318506510257,1708.0
831.0,0.5589071966470911,1337.0
406.0,0.5958320653537548,1481.0
1129.0,0.37919232908871153,468.0
1379.0,0.6001280384486966,626.0
896.0,0.27879522554016467,2212.0
924.0,0.7304994847905147,2.0
895.0,0.3651584430003786,1717.0
907.0,0.44697584586923267,2132.0
1168.0,0.49944001492391427,1770.0
1111.0,0.5210918807046135,15.0
1013.0,0.6256413666269224,2177.0
569.0,0.3779147454869154,2126.0
601.0,0.3742126318872533,1251.0
954.0,0.5294873668339282,739.0
1159.0,0.6071841528876142,2813.0
1123.0,0.4968980079917902,624.0
941.0,0.3012235707046829,1841.0
1125.0,0.40578825779510674,2133.0
1421.0,0.5570774246809962,1041.0
990.0,0.5765759786966875,2761.0
1033.0,0.3697649167455327,298.0
1047.0,0.42505358229595863,1238.0
762.0,0.5364611791795806,571.0
625.0,0.6369915417587158,262.0
820.0,0.48605271936957267,1288.0
840.0,0.3296564649900148,2384.0
1134.0,0.5386590034517205,1320.0
783.0,0.48887334701372837,2867.0
1111.0,0.652305835324547,2741.0
1194.0,0.41318868546075155,2710.0
1335.0,0.27517700721170424,49.0
698.0,0.46234894026581247,2748.0
974.0,0.5829138912334317,2197.0
1328.0,0.6518097934435372,724.0
551.0,0.6663651901429499,2950.0
448.0,0.6314880433440085,1232.0
984.0,0.7488982314143204,1579.0
1059.0,0.6546848227057953,2616.0
947.0,0.4494686771865799,1356.0
1078.0,0.5038334431895907,2600.0
1038.0,0.5463281367701336,174.0
1102.0,0.6971582261243435,1489.0
1019.0,0.20234330095541725,2979.0
1218.0,0.6912238986639955,378.0
943.0,0.16630429446256517,1717.0
1159.0,0.504832950150531,2050.0
763.0,0.5589962244632214,280.0
951.0,0.4627741026997191,483.0
664.0,0.678704618718385,2094.0
997.0,0.6371306130848866,768.0
928.0,0.6673664483121559,137.0
826.0,0.42153530991078514,2950.0
917.0,0.5494794738881554,995.0
933.0,0.5733743243625271,2546.0
1252.0,0.47626253224759346,2195.0
1174.0,0.5075636954390705,152.0
983.0,0.42373062751230495,2492.0
1194.0,0.625212879454465,86.0
899.0,0.2415020917061188,564.0
1180.0,0.7880190598083935,2280.0
1055.0,0.45426639577885314,237.0
1041.0,0.5441505130615839,2420.0
1165.0,0.5088182681920942,1863.0
901.0,0.5139079551333947,615.0
720.0,0.19150409379252264,2622.0
1049.0,0.4541367861063289,2533.0
995.0,0.32818584704982073,208.0
814.0,0.5168192790632229,1070.0
742.0,0.36289328314356295,979.0
525.0,0.37469484767505945,1502.0
920.0,0.5036101791192058,240.0
603.0,0.17633340246675677,777.0
1146.0,0.6745112833920526,468.0
984.0,0.3905899598113263,1796.0
1135.0,0.5236079018634866,2090.0
1334.0,0.8130988831611434,374.0
1098.0,0.4666691158109044,1113.0
839.0,0.5570789160511962,454.0
563.0,0.4749966602130139,1578.0
1114.0,0.6683438390350167,924.0
1012.0,0.36333682628099395,1972.0
1066.0,0.6163586354528563,988.0
975.0,0.4572258596169644,208.0
851.0,0.5556075684943684,766.0
1179.0,0.5089620287189807,603.0
877.0,0.49638677846354823,696.0
920.0,0.5868037638113516,2263.0
888.0,0.49440991329253936,2365.0
893.0,0.6007918372703855,2991.0
1010.0,0.19049900826498828,2326.0
1234.0,0.3948521826527513,2211.0
1034.0,0.7593577614457725,1245.0
1005.0,0.45764096331792303,172.0
815.0,0.43946406219885015,175.0
982.0,0.6619491498444302,2572.0
701.0,0.32833376663202307,2939.0
1149.0,0.6426621172634276,745.0
788.0,0.3522744820354455,2685.0
1385.0,0.7892839759440884,2201.0
1003.0,0.5691476814495777,1089.0
584.0,0.7991380135494492,2475.0
581.0,0.5898410807254304,1109.0
1155.0,0.6353684563826547,2811.0
881.0,0.6344743116770624,2764.0
887.0,0.32154870761495635,1338.0
1069.0,0.5940020577342193,2249.0
1141.0,0.274522768800441,2827.0
1120.0,0.5640679168132566,610.0
916.0,0.4030017098393572,1782.0
994.0,0.6252262277138728,1696.0
696.0,0.30544916034925335,1709.0
1053.0,0.6408784691138628,371.0
1155.0,0.6204208343028846,1997.0
1193.0,0.47255486184206463,1172.0
1212.0,0.4528664190328358,2148.0
1221.0,0.7034072968905809,2915.0
817.0,0.5361033594466486,2159.0
1013.0,0.5017108939623303,1997.0
1061.0,0.36218621751981245,178.0
961.0,0.5006043174021365,1585.0
1086.0,0.3043580876039529,2147.0
627.0,0.5697317464144367,759.0
896.0,0.4585294318791929,2696.0
1188.0,0.6569581095498512,1972.0
1239.0,0.6323285157929097,2392.0
1280.0,0.44643053824436335,2861.0
1267.0,0.5494351659439491,1021.0
1125.0,0.4709686716387904,2762.0
953.0,0.889703792831958,1039.0
900.0,0.42559926212018184,848.0
1167.0,0.4930301409278517,2320.0
1000.0,0.48287089530756866,2893.0
1168.0,0.46509729342487244,2214.0
1192.0,0.5735750239304409,1577.0
1146.0,0.3727455167156258,1578.0
1098.0,0.5936614032227359,2458.0
1195.0,0.3321656813352416,2871.0
954.0,0.5580964146770265,2966.0
981.0,0.7168864813278886,868.0
1037.0,0.5864501828666587,2998.0
981.0,0.6196835100202942,2447.0
650.0,0.4969127336613298,2067.0
1110.0,0.6733343395092382,1923.0
980.0,0.4192936399876849,1234.0
1160.0,0.31058244475201435,905.0
905.0,0.48027204630445397,2968.0
942.0,0.6563082776341118,1191.0
926.0,0.33066654284436986,2028.0
891.0,0.32114075642894163,1558.0
891.0,0.5998306243830386,2508.0
1386.0,0.4968687689637526,1228.0
1001.0,0.5753941436426494,2958.0
1024.0,0.44595100546796795,1267.0
907.0,0.6943247397873282,1760.0
917.0,0.5468281523100189,184.0
1078.0,0.4290249684603862,341.0
1342.0,0.45888406312017854,2698.0
938.0,0.192218387223816,2195.0
930.0,0.6078175552814744,608.0
868.0,0.7313678865074249,1853.0
1136.0,0.4400634351236632,1897.0
886.0,0.5563371626771805,392.0
844.0,0.5084860359351643,1281.0
1144.0,0.6734983096987935,2882.0
1173.0,0.7082053771226625,1289.0
1187.0,0.4477277947727575,1937.0
1017.0,0.4668211425878452,1517.0
1056.0,0.5118758517010442,101.0
846.0,0.5092001473238257,2923.0
1132.0,0.4434849418244863,2950.0
979.0,0.6334890255655092,2491.0
1022.0,0.42710496217337585,2315.0
1125.0,0.3763509181257924,2582.0
1133.0,0.5412615018646382,2849.0
1328.0,0.6143475107770889,236.0
1133.0,0.35554360789096606,1482.0
1309.0,0.5724696521621385,2454.0
928.0,0.38652523591722254,1521.0
1244.0,0.4569064618698917,950.0
996.0,0.48997988965725353,1876.0
965.0,0.595436362010356,1430.0
865.0,0.4087656649983451,1176.0
1056.0,0.3241913393930308,344.0
1089.0,0.47705109099415605,1453.0
876.0,0.6957372607085524,1487.0
1024.0,0.4762437020504437,577.0
1069.0,0.5144417772995673,5.0
880.0,0.229122878001137,1692.0
1325.0,0.5039968745738808,991.0
786.0,0.13808378204811306,2802.0
1126.0,0.22574426753755372,70.0
1194.0,0.6568567737248805,2701.0
1286.0,0.7131021892493573,233.0
644.0,0.6325038425473897,83.0
874.0,0.42056079744137675,1272.0
849.0,0.6645126982972507,1530.0
894.0,0.7171347141688276,1259.0
1153.0,0.45029989731198244,443.0
1067.0,0.35619672283385606,2735.0
1198.0,0.2656589385305377,2507.0
995.0,0.3338869447679658,2642.0
764.0,0.24809511918862998,2206.0
973.0,0.208203994658762,2910.0
991.0,0.21120555975688188,1418.0
994.0,0.6325167838141458,693.0
1129.0,0.3163469516562478,845.0
938.0,0.37779282012736093,2755.0
838.0,0.4709013398222999,2516.0
985.0,0.43710582040795265,481.0
1117.0,0.7015483460694097,1757.0
948.0,0.5979823059341199,1709.0
1037.0,0.4638761759421648,2820.0
1138.0,0.6613172496935277,1483.0
876.0,0.7318090874589132,2899.0
971.0,0.542005163259576,1613.0
959.0,0.4310560870958021,999.0
1357.0,0.6272192761352507,521.0
1226.0,0.3397681197946738,1273.0
1095.0,0.3435661513834781,671.0
1404.0,0.3837408643290996,2280.0
1116.0,0.6334276616335239,1867.0
1091.0,0.40262493440998515,812.0
659.0,0.6558612149779939,2340.0
920.0,0.5492512749941989,1902.0
1016.0,0.6202120329630092,995.0
981.0,0.3666210627793277,1472.0
723.0,0.48172206990832533,1079.0
1030.0,0.35810712256599875,1808.0
1175.0,0.38022745077685716,2373.0
936.0,0.4499876000527,1196.0
1040.0,0.3898792807800151,2936.0
744.0,0.30988804927734404,2512.0
748.0,0.39764880324157764,1133.0
852.0,0.49362817464316877,615.0
775.0,0.420532559328622,2149.0
1019.0,0.5048161130010645,2322.0
760.0,0.4160877380202851,863.0
940.0,0.12790783039936227,1347.0
875.0,0.35556017453837807,2978.0
1245.0,0.3474932330895403,36.0
934.0,0.3351514658338396,1933.0
668.0,0.6382322721854945,2401.0
1451.0,0.42281256087867214,2989.0
1117.0,0.4934203064801447,594.0
1087.0,0.4006980421796361,747.0
1340.0,0.6570016235001099,2346.0
907.0,0.2780629525928925,1098.0
1292.0,0.1992381438267608,2608.0
894.0,0.5260404130278635,452.0
693.0,0.381746106628664,1958.0
1053.0,0.2997477215220336,427.0
1027.0,0.3136933804755341,871.0
747.0,0.5357373399830951,1193.0
893.0,0.664285394216236,2022.0
909.0,0.4684896178253156,1969.0
790.0,0.544377830390396,1522.0
1011.0,0.18894275019595153,1595.0
939.0,0.5019016314384129,316.0
889.0,0.34603790509360133,2033.0
1131.0,0.3138532811121678,2127.0
748.0,0.558315920591103,2356.0
1206.0,0.5248914488874675,2769.0
667.0,0.4848671754603369,2306.0
1353.0,0.3512815679495444,2920.0
601.0,0.43023034382932607,1813.0
1049.0,0.479248077767512,706.0
1051.0,0.5023605352914969,394.0
1398.0,0.4076095896650028,2890.0
1400.0,0.457770148993375,1163.0
1067.0,0.618978149991142,625.0
930.0,0.5493703864028253,923.0
785.0,0.7444330672071615,610.0
726.0,0.39604889371075325,1717.0
1112.0,0.6411970245801164,688.0
1250.0,0.12433313506922516,1867.0
1080.0,0.5828398652629062,1331.0
1059.0,0.5395617184308366,226.0
1138.0,0.46429065200576475,1771.0
1312.0,0.6411478368838899,2395.0
852.0,0.3625216935797483,2295.0
1185.0,0.5115568106296889,1098.0
975.0,0.5563319409836229,1056.0
1096.0,0.7658379475125701,1395.0
725.0,0.34249936373637146,866.0
1546.0,0.5624688456873743,2786.0
982.0,0.4798536177036471,2250.0
1070.0,0.6305248895564735,739.0
982.0,0.4735648328083682,2773.0
799.0,0.43761048660340773,2581.0
866.0,0.19933631708204708,521.0
660.0,0.4358338129649554,1143.0
1204.0,0.37554755293074515,464.0
979.0,0.5058114816819331,2655.0
1203.0,0.6166590361401436,1391.0
950.0,0.4951727331606259,2271.0
713.0,0.6763224495797572,2362.0
1046.0,0.6616157629622947,1940.0
1216.0,0.5653157299458482,433.0
1378.0,0.37212666900765845,2500.0
1222.0,0.3537192525499566,1866.0
1068.0,0.5178946783936601,1076.0
869.0,0.5876037631804661,2710.0
927.0,0.6476651176864932,1205.0
1294.0,0.4379317533027361,1764.0
1083.0,0.6882721152218748,1388.0
1253.0,0.8493349998423831,1456.0
669.0,0.7006186759681028,412.0
977.0,0.27693198825303067,2074.0
958.0,0.6482845890500368,1338.0
1217.0,0.38296227202000904,2121.0
882.0,0.5922735262179257,1426.0
775.0,0.5537099265208762,2737.0
894.0,0.6194706466535006,1720.0
840.0,0.3082345223928985,2355.0
1106.0,0.6134190252688347,2117.0
676.0,0.29279157006246215,149.0
1052.0,0.5709575747172275,2349.0
1078.0,0.3767151339927908,526.0
1075.0,0.5483835817608385,1837.0
1232.0,0.6766273122227993,393.0
853.0,0.47693098371727827,832.0
1001.0,0.06039759308346759,1201.0
647.0,0.644533111941471,246.0
972.0,0.4681870971088847,2617.0
962.0,0.41214067301375085,936.0
900.0,0.8423953435162124,1195.0
886.0,0.5907443890227472,1938.0
1141.0,0.4535252403943111,1389.0
1271.0,0.5329579402028867,2334.0
968.0,0.7259772628478478,2975.0
1024.0,0.539009868878743,1302.0
727.0,0.544282906178542,2222.0
1217.0,0.5190133792647549,2562.0
1173.0,0.5593746505480807,791.0
1379.0,0.19949326673743728,542.0
746.0,0.517848913025065,201.0
859.0,0.49419044270453183,2997.0
925.0,0.6536014716715002,2296.0
1066.0,0.44378651567733024,503.0
891.0,0.1790197769460269,1176.0
932.0,0.5005130005370133,463.0
1101.0,0.6313729927738523,1213.0
825.0,0.3585736760110988,1862.0
1254.0,0.34955151278225,1701.0
1000.0,0.364232284009089,1425.0
1376.0,0.4273632523676051,1978.0
905.0,0.42627623669785875,2155.0
768.0,0.6203369307018394,359.0
1393.0,0.6017774890784038,1030.0
1115.0,0.3265280613504669,1772.0
480.0,0.5679887002276892,1544.0
907.0,0.5983927212747265,1142.0
1485.0,0.2412465182489914,1015.0
919.0,0.14513551046286727,1732.0
975.0,0.48302926615689395,98.0
831.0,0.2491791041064984,238.0
1069.0,0.5821228502515549,2445.0
869.0,0.7602761611334786,1507.0
1303.0,0.5652658286694844,1388.0
799.0,0.8066606814107402,8.0
1059.0,0.7376935386152891,2115.0
1291.0,0.511188059399655,638.0
964.0,0.7194840160200692,2613.0
1146.0,0.48911109712577117,1102.0
672.0,0.6331283519784067,1848.0
942.0,0.49352569485306635,1229.0
955.0,0.46636259527482216,2513.0
1198.0,0.7182225419794521,278.0
1083.0,0.5753056790362804,1555.0
1030.0,0.7222722773012521,2195.0
813.0,0.42137108991366595,1242.0
1100.0,0.31424708448397787,1659.0
1016.0,0.41990020517588295,2152.0
1082.0,0.40595411847612883,1153.0
1193.0,0.6550728029548388,995.0
1093.0,0.929876663878804,904.0
878.0,0.2996743491130587,1313.0
1171.0,0.438601575529564,1117.0
877.0,0.529993373125986,1203.0
1232.0,0.48742353586981313,1068.0
961.0,0.38697031430394574,1215.0
979.0,0.5021479763715914,1183.0
882.0,0.5134001887782961,1202.0
971.0,0.5099516896670975,1160.0
996.0,0.3082118713124954,1252.0
780.0,0.3783623928784684,1316.0
788.0,0.7627852323532163,1110.0
866.0,0.7462984377816151,1087.0
1354.0,0.45267338851322175,1045.0
1202.0,0.6023669513182734,1018.0
1318.0,0.5259180448098004,1014.0
1182.0,0.5621095604334984,1046.0
1456.0,0.6778017596192546,867.0
1193.0,0.1599171424977845,1238.0
847.0,0.4150287272506122,1261.0
1073.0,0.45409951741258386,1166.0
1255.0,0.46895746476769085,1071.0
765.0,0.6770477568175866,1157.0
1400.0,0.7436668677500285,855.0
989.0,0.5306692582268873,1145.0
988.0,0.6637710692731816,1052.0
1240.0,0.3575072597258122,1119.0
1266.0,0.5285749387597705,1027.0
1367.0,0.4854301179084135,1014.0
976.0,0.4143760996916469,1206.0
1418.0,0.5841166981644417,942.0
1192.0,0.3785570704598554,1136.0
1052.0,0.398114785391955,1194.0
728.0,0.449496673269361,1314.0
962.0,0.4482364104657872,1194.0
882.0,0.5059286816247797,1201.0
977.0,0.6014665885495571,1116.0
1111.0,0.4747600697885015,1127.0
1056.0,0.7271539923853616,1034.0
1071.0,0.41419192569595853,1150.0
1084.0,0.5548337246869743,1094.0
1332.0,0.6667399375799974,938.0
1128.0,0.29991965369415274,1199.0
1449.0,0.5655270047805512,949.0
1331.0,0.30334587878628916,1114.0
1237.0,0.5482055033730868,1030.0
1217.0,0.7448290772064048,948.0
1058.0,0.6161269950813015,1070.0
1176.0,0.44211969108128224,1115.0
1604.0,0.7860252696765586,748.0
845.0,0.6820244473413307,1125.0
1185.0,0.4798693409158741,1071.0
979.0,0.5062096005604844,1149.0
931.0,0.3178066014667753,1268.0
949.0,0.3960070009000712,1214.0
832.0,0.5582166125138032,1180.0
1036.0,0.42336771176039567,1191.0
1444.0,0.8675055294455325,772.0
1039.0,0.5999868310568575,1094.0
973.0,0.4536406828816408,1211.0
961.0,0.6245809446918774,1102.0
871.0,0.6618630765993168,1127.0
1040.0,0.17891754908803947,1306.0
911.0,0.6791715777205175,1089.0
983.0,0.409521055585974,1226.0
770.0,0.3110282299868472,1358.0
740.0,0.7359296477016692,1143.0
644.0,0.5432579857284496,1284.0
1122.0,0.4689734527553952,1110.0
1363.0,0.43588942106853545,1059.0
1047.0,0.48245029207227536,1164.0
1463.0,0.41594349687710297,1015.0
692.0,0.5694835676262734,1227.0
1310.0,0.6840374165488274,931.0
1195.0,0.36574488232847224,1136.0
841.0,0.6377425617710849,1164.0
1112.0,0.5434332362039103,1078.0
788.0,0.4769245404132063,1253.0
835.0,0.7288680255192883,1103.0
850.0,0.5683663979354162,1178.0
1041.0,0.4234546495193765,1185.0
1049.0,0.4427409485202926,1158.0
1045.0,0.33736770690125284,1204.0
1115.0,0.607756653304262,1047.0
931.0,0.6728756614875184,1102.0
955.0,0.4792047207541769,1178.0
748.0,0.3553747688481241,1352.0
1042.0,0.3318688387642929,1224.0
1136.0,0.4445055721446334,1144.0
1067.0,0.36629089283941474,1178.0
601.0,0.169903815970867,1482.0
1123.0,0.5285597750301259,1100.0
1231.0,0.3399592216682574,1144.0
1138.0,0.5269924160163091,1090.0
918.0,0.46968989135335815,1197.0
987.0,0.4966040116708278,1164.0
815.0,0.5972563549782429,1174.0
595.0,0.49575284919034035,1331.0
798.0,0.25613635983378613,1355.0
526.0,0.7624806241375299,1216.0
947.0,0.44750215483665046,1214.0
908.0,0.5723656218523389,1145.0
491.0,0.3869617472203488,1411.0
1112.0,0.17518966141497594,1273.0
1203.0,0.26259129060540365,1184.0
1025.0,0.45075267730859353,1165.0
1043.0,0.6276294511466369,1072.0
869.0,0.7357752306936747,1092.0
1072.0,0.5817607716710187,1083.0
1013.0,0.5687862477687771,1120.0
1248.0,0.7884700954994251,915.0
1110.0,0.46182105004775825,1131.0
826.0,0.4401212115882117,1260.0
1116.0,0.6285539992078378,1034.0
1287.0,0.6841358301272387,933.0
625.0,0.42232924695551227,1364.0
979.0,0.22918311397756508,1328.0
797.0,0.4164685247263755,1287.0
1368.0,0.44819376132805555,1015.0
1170.0,0.5242583087115373,1078.0
518.0,0.7887126009541523,1212.0
909.0,0.71437954185148,1089.0
1348.0,0.46118722754638103,1024.0
850.0,0.29970729411997843,1318.0
1356.0,0.45035902431855523,1016.0
800.0,0.46669991617360573,1255.0
1259.0,0.5254847270781152,1025.0
924.0,0.38314286059469294,1244.0
1232.0,0.6475675202064155,976.0
1093.0,0.3139849272190882,1204.0
1258.0,0.3878368255678259,1097.0
780.0,0.3993206385693511,1305.0
770.0,0.7143867007583398,1132.0
1158.0,0.46395491645773773,1106.0
999.0,0.6539913887296177,1049.0
722.0,0.5437505411500245,1247.0
1025.0,0.5113076454768141,1139.0
1083.0,0.36389060576157495,1184.0
1244.0,0.4293638419388426,1093.0
1119.0,0.46405493367263595,1111.0
1161.0,0.6298534661289086,1026.0
1062.0,0.4940222406917309,1123.0
1028.0,0.5603170354878565,1107.0
1064.0,0.2677389186507298,1240.0
1116.0,0.5987104938719953,1060.0
1375.0,0.52808418272433,993.0
925.0,0.4762592536293026,1208.0
1097.0,0.5093133478586529,1115.0
1048.0,0.39445910535888223,1197.0
1202.0,0.3421416433824537,1173.0
759.0,0.38380412681670234,1319.0
930.0,0.2521272348351939,1306.0
873.0,0.6280669245564057,1145.0
1028.0,0.4741725028019067,1153.0
1179.0,0.4800656645298089,1107.0
1338.0,0.8277000102032962,839.0
1233.0,0.6931571745427088,958.0
776.0,0.6181159457805873,1186.0
440.0,0.43826285024844164,1424.0
993.0,0.5962518945673424,1103.0
1481.0,0.5526194129111623,924.0
1013.0,0.5561328584465864,1118.0
662.0,0.5218015926368978,1275.0
989.0,0.5961063630685923,1108.0
879.0,0.37505465485822237,1275.0
808.0,0.6616623413478059,1168.0
1146.0,0.5187305327111926,1085.0
1255.0,0.5940453873510795,1007.0
1059.0,0.49730315633755606,1147.0
1195.0,0.38995991080410725,1114.0
815.0,0.6295766660256558,1167.0
979.0,0.16836855996975286,1338.0
1021.0,0.7267247956718521,1037.0
1128.0,0.7022425242248032,1018.0
1152.0,0.2939729949770593,1183.0
1067.0,0.6972990905239511,1029.0
1020.0,0.646946844132241,1065.0
1215.0,0.5579720703348442,1033.0
1083.0,0.657022525790089,1037.0
1115.0,0.4955785409343786,1075.0
1508.0,0.6230998458718954,881.0
1058.0,0.49124675887577546,1138.0
1092.0,0.3741195744917102,1190.0
918.0,0.43818202356485175,1243.0
1114.0,0.28808620706027477,1210.0
1205.0,0.39510171116637677,1122.0
904.0,0.7009434646700594,1103.0
1044.0,0.562253680643184,1094.0
1302.0,0.6031434029352352,999.0
951.0,0.27169644597620296,1300.0
1188.0,0.6859886692223103,988.0
987.0,0.6362418298259064,1091.0
1058.0,0.5707010637580415,1092.0
960.0,0.6428782871303993,1107.0
937.0,0.39398861730526935,1255.0
992.0,0.6209502105493886,1089.0
1049.0,0.5176191877707591,1109.0
809.0,0.38786160850560597,1300.0
664.0,0.21302484063053595,1439.0
509.0,0.4492679837311263,1394.0
1306.0,0.4005276773858439,1082.0
986.0,0.42908933786471365,1197.0
744.0,0.6361740211969462,1184.0
1268.0,0.5455679844577367,1020.0
1223.0,0.5355459916417521,1028.0
1209.0,0.6145256363970799,1005.0
1435.0,0.5901102027927875,930.0
812.0,0.8633425327539404,1034.0
1012.0,0.4246788717325206,1184.0
1214.0,0.5018070052760416,1058.0
1074.0,0.5640874603020193,1083.0
1232.0,0.5486100785152743,1051.0
878.0,0.788194352970871,1070.0
738.0,0.39570564329268865,1318.0
513.0,0.5822110883466968,1300.0
1037.0,0.5328685007053916,1139.0
956.0,0.3680613515185191,1245.0
943.0,0.26162514610037246,1317.0
1131.0,0.3383759820094909,1176.0
448.0,0.8275674368895871,1205.0
870.0,0.7541219823650194,1059.0
677.0,0.7142166257234616,1182.0
858.0,0.47936929901292813,1236.0
944.0,0.2576296650628923,1295.0
1049.0,0.6279176765185194,1094.0
1039.0,0.3429845466797242,1190.0
812.0,0.6158213530943625,1185.0
983.0,0.5225736292417817,1145.0
1109.0,0.54856947311382,1081.0
796.0,0.37481814358779575,1306.0
659.0,0.35377350715081257,1376.0
1007.0,0.3492942959578348,1222.0
1097.0,0.6955485032245539,1015.0
942.0,0.6430271065149273,1117.0
1243.0,0.4376616082474929,1085.0
806.0,0.569640789247606,1188.0
838.0,0.26509356174920395,1349.0
932.0,0.5407050526528202,1155.0
895.0,0.38594824943737804,1263.0
631.0,0.5572595998164442,1247.0
893.0,0.4126351069820739,1240.0
978.0,0.48694399505474534,1163.0
1041.0,0.38589028377657675,1203.0
777.0,0.3881574861957852,1310.0
729.0,0.6512383395465107,1189.0
836.0,0.4229991680944054,1256.0
1281.0,0.24951539542313184,1172.0
1233.0,0.7476906365848,935.0
1013.0,0.34183230516937585,1235.0
1157.0,0.5690740560742859,1075.0
609.0,0.3897710755739938,1393.0
1017.0,0.6927286977693168,1051.0
1098.0,0.48974314244255707,1109.0
1020.0,0.6870646375633048,1030.0
735.0,0.4721420946749532,1297.0
1033.0,0.5090027948168463,1135.0
840.0,0.6544990456556632,1152.0
1023.0,0.6103715811707564,1073.0
894.0,0.37000515241683174,1262.0
626.0,0.4717383773943771,1336.0
1114.0,0.5769658970248859,1064.0
1513.0,0.44631222647824276,965.0
1347.0,0.38986945406419304,1057.0
